time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,region_code,region_name,old_la_code,new_la_code,la_name,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,A level,Level 3,513,513,441,430,432,85.965,83.821,84.211
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,A level,Level 3,555,343,447,441,229,80.541,79.459,66.764
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,306,E09000008,Croydon,A level,Level 3,1196,1194,1092,1065,1011,91.304,89.047,84.673
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,307,E09000009,Ealing,A level,Level 3,1533,1531,1474,1435,1427,96.151,93.607,93.207
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,308,E09000010,Enfield,A level,Level 3,1239,1216,1186,1137,1110,95.722,91.768,91.283
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,203,E09000011,Greenwich,A level,Level 3,714,708,655,646,626,91.737,90.476,88.418
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,204,E09000012,Hackney,A level,Level 3,971,936,895,873,792,92.173,89.907,84.615
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,205,E09000013,Hammersmith and Fulham,A level,Level 3,699,679,668,628,607,95.565,89.843,89.396
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,309,E09000014,Haringey,A level,Level 3,1006,992,942,924,884,93.638,91.849,89.113
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,310,E09000015,Harrow,A level,Level 3,1440,1425,1382,1367,1312,95.972,94.931,92.07
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,311,E09000016,Havering,A level,Level 3,747,744,635,631,629,85.007,84.471,84.543
